_url,name,birth_year,weight,height,nationality
carlos-verona,Carlos  Verona,1992.0,68.0,186.0,Spain
francois-bidard,François  Bidard,1992.0,65.0,180.0,France
pascal-chanteur,Pascal  Chanteur,1968.0,62.0,172.0,France
marc-fournier,Marc  Fournier,1994.0,71.0,183.0,France
salvador-jarque,Salvador  Jarque,1957.0,,,Spain
remmert-wielinga,Remmert  Wielinga,1978.0,68.0,181.0,Netherlands
gian-friesecke,Gian  Friesecke,1994.0,,190.0,Switzerland
ryder-hesjedal,Ryder  Hesjedal,1980.0,73.0,187.0,Canada
simone-stortoni,Simone  Stortoni,1985.0,59.0,169.0,Italy
alain-dithurbide,Alain  Dithurbide,1959.0,,,France
oleksandr-kvachuk,Oleksandr  Kvachuk,1983.0,68.0,182.0,Ukraine
niklas-axelsson,Niklas  Axelsson,1972.0,73.0,180.0,Sweden
jeff-bradley,Jeff  Bradley,1961.0,,,United States
greg-lemond,Greg  LeMond,1961.0,67.0,178.0,United States
gorka-izagirre,Gorka  Izagirre,1987.0,66.0,176.0,Spain
matthew-goss,Matthew  Goss,1986.0,70.0,178.0,Australia
christian-levavasseur,Christian  Levavasseur,1956.0,,,France
edwin-bafcop,Edwin  Bafcop,1962.0,,,Belgium
clement-champoussin,Clément  Champoussin,1998.0,61.0,180.0,France
jaakko-hanninen,Jaakko  Hänninen,1997.0,60.0,177.0,Finland
joseph-borguet,Joseph  Borguet,1951.0,,,Belgium
luis-angel-mate,Luis Ángel  Maté,1984.0,68.0,178.0,Spain
alain-budet,Alain  Budet,1952.0,,,France
giovanni-cavalcanti,Giovanni  Cavalcanti,1943.0,,,Italy
giovanni-mantovani,Giovanni  Mantovani,1955.0,,,Italy
filippo-simeoni,Filippo  Simeoni,1971.0,68.0,185.0,Italy
jan-krekels,Jan  Krekels,1947.0,73.0,179.0,Netherlands
juan-antonio-flecha,Juan Antonio  Flecha,1977.0,72.0,181.0,Spain
laurens-de-plus,Laurens De Plus,1995.0,67.0,190.0,Belgium
mario-anni,Mario  Anni,1943.0,,,Italy
rasmus-tiller,Rasmus  Tiller,1996.0,84.0,187.0,Norway
wim-myngheer,Wim  Myngheer,1955.0,,,Belgium
lucien-aimar,Lucien  Aimar,1941.0,,170.0,France
nicolaj-bo-larsen,Nicolaj Bo  Larsen,1971.0,,,Denmark
jose-cayetano-julia,José Cayetano  Juliá,1979.0,,,Spain
nathan-vandepitte,Nathan  Vandepitte,2000.0,80.0,192.0,France
daniele-callegarin,Daniele  Callegarin,1982.0,,,Italy
massimiliano-gentili,Massimiliano  Gentili,1971.0,,,Italy
menno-vink,Menno  Vink,1969.0,,,Netherlands
kamiel-bonneu,Kamiel  Bonneu,1999.0,62.0,178.0,Belgium
leopold-konig,Leopold  König,1987.0,62.0,178.0,Czech Republic
alex-peters,Alex  Peters,1994.0,67.0,175.0,Great Britain
raphael-pires,Raphael  Pires,1997.0,63.0,178.0,Brazil
daniel-ribera,Daniel  Ribera,1975.0,,,Spain
klaus-peter-thaler,Klaus-Peter  Thaler,1949.0,60.0,171.0,Germany
noah-vandenbranden,Noah  Vandenbranden,2002.0,74.0,181.0,Belgium
mauro-longo,Mauro  Longo,1960.0,,,Italy
flavio-giupponi,Flavio  Giupponi,1964.0,,,Italy
jose-vincente-diaz,Jose Vincente Diaz,1965.0,,,Colombia
hennie-stamsnijder,Hennie  Stamsnijder,1954.0,,,Netherlands
federico-ghiotto,Federico  Ghiotto,1963.0,,,Italy
roberto-pistore,Roberto  Pistore,1971.0,,,Italy
julien-trarieux,Julien  Trarieux,1992.0,71.0,183.0,France
eric-dall-armellina,Éric  Dall'Armellina,1959.0,,,France
georg-totschnig,Georg  Totschnig,1971.0,62.0,175.0,Austria
rolf-huser,Rolf  Huser,1971.0,65.0,175.0,Switzerland
marco-tabai,Marco  Tabai,1961.0,,,Italy
twan-poels,Twan  Poels,1963.0,,,Netherlands
yoshiyuki-abe,Yoshiyuki  Abe,1969.0,67.0,175.0,Japan
alain-de-carvalho,Alain De Carvalho,1953.0,,,France
peter-hoondert,Peter  Hoondert,1961.0,,,Netherlands
mario-manzoni,Mario  Manzoni,1969.0,,,Italy
matteo-carrara,Matteo  Carrara,1979.0,67.0,188.0,Italy
andre-steensen,André  Steensen,1987.0,65.0,185.0,Denmark
juan-antonio-lopez-cozar-jaimez,Juan Antonio  López-Cózar,1994.0,70.0,175.0,Spain
brian-kamstra,Brian  Kamstra,1993.0,64.0,184.0,Netherlands
christophe-leroscouet,Christophe  Leroscouet,1971.0,,,France
gilbert-glaus,Gilbert  Glaus,1955.0,67.0,174.0,Switzerland
vytautas-kaupas,Vytautas  Kaupas,1982.0,,,Lithuania
manuele-mori,Manuele  Mori,1980.0,62.0,172.0,Italy
joaquim-faura,Joaquim  Faura,1962.0,,,Spain
rafael-lorenzana,Rafael  Lorenzana,1964.0,,,Spain
oleksandr-sheydyk,Oleksandr  Sheydyk,1980.0,,,Ukraine
lukas-postlberger,Lukas  Pöstlberger,1992.0,70.0,182.0,Austria
ruslan-ivanov,Ruslan  Ivanov,1973.0,71.0,177.0,Moldova
evgeni-petrov,Evgeni  Petrov,1978.0,70.0,181.0,Russia
wies-van-dongen,Wies van Dongen,1957.0,,,Netherlands
jaroslaw-marycz,Jarosław  Marycz,1987.0,69.0,182.0,Poland
frits-van-bindsbergen,Frits Van Bindsbergen,1960.0,,,Netherlands
damiano-cunego,Damiano  Cunego,1981.0,58.0,169.0,Italy
christian-auriemma,Christian  Auriemma,1974.0,,,Italy
mathieu-criquielion,Mathieu  Criquielion,1981.0,,,Belgium
carlos-da-cruz,Carlos Da Cruz,1974.0,74.0,182.0,France
dario-bottaro,Dario  Bottaro,1966.0,,,Italy
luis-domingos,Luis Gabirro Domingos,1961.0,,,Portugal
ronny-van-de-vijver,Ronny Van De Vijver,1945.0,,,Belgium
louis-luyten,Louis  Luyten,1955.0,,,Belgium
yvon-bertin,Yvon  Bertin,1953.0,,,France
christophe-oriol,Christophe  Oriol,1973.0,65.0,181.0,France
christopher-juul-jensen,Christopher  Juul-Jensen,1989.0,73.0,183.0,Denmark
ole-ritter,Ole  Ritter,1941.0,74.0,178.0,Denmark
matija-kvasina,Matija  Kvasina,1981.0,72.0,180.0,Croatia
phil-anderson,Phil  Anderson,1958.0,,,Australia
flavio-cardoso,Flavio Cardoso  Santos,1980.0,,,Brazil
bernt-johansson,Bernt  Johansson,1953.0,71.0,176.0,Sweden
slawomir-kohut,Sławomir  Kohut,1977.0,65.0,176.0,Poland
antonio-londono,Antonio  Londoño,1955.0,,,Colombia
alan-jousseaume,Alan  Jousseaume,1998.0,,177.0,France
benoit-cosnefroy,Benoît  Cosnefroy,1995.0,65.0,180.0,France
steffen-radochla,Steffen  Radochla,1978.0,70.0,173.0,Germany
eric-serlet,Eric  Serlet,1950.0,,,Belgium
francisco-jose-terciado-sacedo,Francisco José  Terciado,1981.0,,,Spain
rob-harmeling,Rob  Harmeling,1964.0,76.0,187.0,Netherlands
jonathan-hall,Jonathan  Hall,1972.0,,,Australia
david-bernabeu,David  Bernabéu,1975.0,66.0,180.0,Spain
erki-putsep,Erki  Pütsep,1976.0,69.0,179.0,Estonia
marnix-lameire,Marnix  Lameire,1955.0,,,Belgium
felix-vidal-celis-zabala,Félix Vidal  Celis,1982.0,,,Spain
benoit-salmon,Benoît  Salmon,1974.0,60.0,169.0,France
jose-claramunt,Jose  Claramunt,1964.0,,,Spain
maurice-van-heer,Maurice Van Heer,1956.0,,,Belgium
jesus-david-pena-jimenez,Jesús David  Peña,2000.0,56.0,170.0,Colombia
frank-schleck,Fränk  Schleck,1980.0,65.0,186.0,Luxembourg
pedro-miguel-miranda-soeiro,Pedro Miguel Miranda  Soeíro,1975.0,,,Portugal
frans-brands,Frans  Brands,1940.0,,,Belgium
alexander-foliforov,Alexander  Foliforov,1992.0,61.0,180.0,Russia
carl-fredrik-hagen,Carl Fredrik  Hagen,1991.0,65.0,181.0,Norway
jean-marie-leblanc,Jean-marie  Leblanc,1944.0,,,France
michael-steen-nielsen,Michael Steen  Nielsen,1975.0,,,Denmark
johan-de-muynck,Johan De Muynck,1948.0,,,Belgium
pierre-bourquenoud,Pierre  Bourquenoud,1969.0,,,Switzerland
eddy-planckaert,Eddy  Planckaert,1958.0,69.0,177.0,Belgium
eladio-sanchez,Eladio  Sánchez,1984.0,,,Spain
mikael-cherel,Mikaël  Cherel,1986.0,65.0,183.0,France
daniel-castro,Daniel  Castro,1966.0,,,Argentina
laurens-huys,Laurens  Huys,1998.0,61.0,162.0,Belgium
andre-delcroix,André  Delcroix,1953.0,,,Belgium
jens-heppner,Jens  Heppner,1964.0,69.0,172.0,Germany
roberto-visentini,Roberto  Visentini,1957.0,,,Italy
ian-stannard,Ian  Stannard,1987.0,83.0,190.0,Great Britain
bart-leysen,Bart  Leysen,1969.0,75.0,186.0,Belgium
mads-wurtz-schmidt,Mads  Würtz Schmidt,1994.0,70.0,176.0,Denmark
ben-gastauer,Ben  Gastauer,1987.0,73.0,190.0,Luxembourg
andrea-tafi,Andrea  Tafi,1966.0,73.0,187.0,Italy
lilian-jegou,Lilian  Jégou,1976.0,71.0,178.0,France
wim-van-eynde,Wim Van Eynde,1960.0,,,Belgium
gilles-maignan,Gilles  Maignan,1968.0,63.0,166.0,France
raymond-thebes,Raymond  Thebes,1969.0,,,Netherlands
hubert-mathis,Hubert  Mathis,1952.0,,,France
benjamin-van-itterbeeck,Benjamin Van Itterbeeck,1964.0,,,Belgium
kyrylo-pospyeyev,Kyrylo  Pospyeyev,1975.0,71.0,184.0,Ukraine
stefan-van-dijk-1,Stefan van Dijk,1976.0,74.0,183.0,Netherlands
alexandre-pichot,Alexandre  Pichot,1983.0,72.0,183.0,France
marc-vanacker,Marc  Vanacker,1976.0,,,Luxembourg
david-tani,David  Tani,1969.0,,,Italy
steffen-kjaergaard,Steffen  Kjærgaard,1973.0,74.0,181.0,Norway
andrea-vatteroni,Andrea  Vatteroni,1969.0,,,Italy
wim-kelleners,Wim  Kelleners,1950.0,,,Netherlands
regis-lhuillier,Régis  Lhuillier,1980.0,69.0,183.0,France
graham-jones,Graham  Jones,1957.0,,,Great Britain
juan-carlos-vicario-barbera,Juan Carlos  Vicario,1971.0,,,Spain
aart-vierhouten,Aart  Vierhouten,1970.0,71.0,183.0,Netherlands
gerard-simonnot,Gérard  Simonnot,1953.0,,,France
tobias-lund-andresen,Tobias Lund  Andresen,2002.0,69.0,181.0,Denmark
francisco-palacio,Francisco  Palacios,1978.0,,,Spain
sanchez-canellas,Xavier  Cañellas,1997.0,66.0,175.0,Spain
bjorn-stenersen,Bjørn  Stenersen,1970.0,70.0,178.0,Norway
manuel-neves,Manuel  Neves,1962.0,,,Portugal
heddy-nieuwdorp,Heddy  Nieuwdorp,1956.0,,,Netherlands
quinten-hermans,Quinten  Hermans,1995.0,62.0,174.0,Belgium
pablo-moreno,Pablo  Moreno,1963.0,,,Spain
nick-van-der-lijke,Nick van der Lijke,1991.0,61.0,176.0,Netherlands
juan-gomis-lopez,Juan  Gómis,1978.0,,,Spain
andre-doyen,André  Doyen,1949.0,,,Belgium
franck-bouyer,Franck  Bouyer,1974.0,65.0,173.0,France
miguel-angel-rubiano,Miguel Angel  Rubiano,1984.0,58.0,170.0,Colombia
jenno-berckmoes,Jenno  Berckmoes,2001.0,61.0,177.0,Belgium
alessandro-bisolti,Alessandro  Bisolti,1985.0,58.0,175.0,Italy
tayeb-braikia,Tayeb  Braikia,1974.0,,,Denmark
johan-devos,Johan  Devos,1966.0,,,Belgium
john-brouwer,John  Brouwer,1947.0,,,Netherlands
jose-manuel-fuente,José Manuel  Fuente,1945.0,,,Spain
leandro-fioroni,Leandro  Fioroni,1974.0,,,Italy
kristjan-fajt,Kristjan  Fajt,1982.0,,,Slovenia
luca-paolini,Luca  Paolini,1977.0,66.0,174.0,Italy
leone-pizzini,Leone  Pizzini,1948.0,,,Italy
marcello-bergamo,Marcello  Bergamo,1946.0,,,Italy
nicolo-parisini,Nicolò  Parisini,2000.0,65.0,183.0,Italy
amaury-capiot,Amaury  Capiot,1993.0,69.0,186.0,Belgium
antonio-llopis,Antonio  Llopis,1959.0,,,Spain
ludwig-willems,Ludwig  Willems,1966.0,,,Belgium
daniel-fleeman,Daniel  Fleeman,1982.0,,,Great Britain
marius-sabaliauskas,Marius  Sabaliauskas,1978.0,76.0,186.0,Lithuania
walter-godefroot,Walter  Godefroot,1943.0,73.0,171.0,Belgium
radomir-simunek-sr,Radomír  Šimůnek,1962.0,,,Czech Republic
sylvain-calzati,Sylvain  Calzati,1979.0,68.0,177.0,France
roberto-pelliconi,Roberto  Pelliconi,1962.0,,,Italy
rafal-majka,Rafał  Majka,1989.0,62.0,173.0,Poland
regis-delepine,Régis  Delépine,1946.0,,,France
andrea-vendrame,Andrea  Vendrame,1994.0,60.0,168.0,Italy
michael-andersson,Michael  Andersson,1967.0,71.0,189.0,Sweden
jose-maria-moreno,José Maria  Moreno,1960.0,,,Spain
william-bonnet,William  Bonnet,1982.0,80.0,185.0,France
oscar-aranguren,Oscar  Aranguren,1970.0,,,Spain
dimitri-peyskens,Dimitri  Peyskens,1991.0,69.0,182.0,Belgium
miles-scotson,Miles  Scotson,1994.0,76.0,191.0,Australia
theo-muis,Theo  Muis,1965.0,,,Netherlands
pierre-bazzo,Pierre  Bazzo,1954.0,,,France
clement-lhotellerie,Clement  Lhotellerie,1986.0,,,France
luke-roberts-1,Luke  Roberts,1977.0,71.0,180.0,Australia
humberto-parra,Humberto  Parra,1964.0,,,Colombia
jean-marc-manfrin,Jean-Marc  Manfrin,1963.0,,,France
rolando-ovando,Rolando  Ovando,1963.0,66.0,168.0,Guatemala
jesus-ignacio-ibanez,Jesus Ignacio  Ibañez,1960.0,,,Spain
filippo-savini,Filippo  Savini,1985.0,,178.0,Italy
georgi-petrov-georgiev,Georgi  Petrov Georgiev,1985.0,,,Bulgaria
roberto-ceruti,Roberto  Ceruti,1953.0,,,Italy
karel-vereecke,Karel  Vereecke,1976.0,,,Belgium
volodymyr-gustov,Volodymyr  Gustov,1977.0,64.0,179.0,Ukraine
matteo-gigli,Matteo  Gigli,1978.0,,,Italy
josef-regec,Josef  Regec,1965.0,,,Slovakia
marco-zen,Marco  Zen,1963.0,,,Italy
luis-joe-luhrs,Luis-Joe  Lührs,2003.0,66.0,179.0,Germany
sondre-holst-enger,Sondre Holst  Enger,1993.0,69.0,171.0,Norway
benjamin-thomas-2,Benjamin  Thomas,1995.0,68.0,179.0,France
luc-dierickx,Luc  Dierickx,1967.0,,,Belgium
diego-milan,Diego  Milán,1985.0,67.0,180.0,Dominican Republic
eddy-van-hoof,Eddy Van Hoof,1959.0,,,Belgium
marco-bergamo,Marco  Bergamo,1964.0,,,Italy
yvan-frebert,Yvan  Frebert,1960.0,,,France
bert-de-waele,Bert De Waele,1975.0,71.0,181.0,Belgium
antonio-ferretti,Antonio  Ferretti,1957.0,,,Switzerland
pieter-ghyllebert,Pieter  Ghyllebert,1982.0,,,Belgium
bernard-quilfen,Bernard  Quilfen,1949.0,,,France
tony-hurel,Tony  Hurel,1987.0,66.0,169.0,France
kristof-trouve,Kristof  Trouvé,1976.0,,,Belgium
guillaume-auger,Guillaume  Auger,1976.0,78.0,184.0,France
julian-cuevas,Julián  Cuevas,1948.0,,,Spain
xabier-carbayeda,Xabier  Carbayeda,1966.0,,,Spain
denis-menchov,Denis  Menchov,1978.0,65.0,180.0,Russia
fabian-lienhard,Fabian  Lienhard,1993.0,73.0,183.0,Switzerland
wim-van-huffel,Wim Van Huffel,1979.0,66.0,182.0,Belgium
hennie-kuiper,Hennie  Kuiper,1949.0,69.0,172.0,Netherlands
miguel-gutierrez-mayor,Miguel  Gutierrez,1954.0,,,Spain
lasse-norman-leth,Lasse  Norman Leth,1992.0,75.0,181.0,Denmark
morgan-lamoisson,Morgan  Lamoisson,1988.0,69.0,178.0,France
yevgeniy-nepomnyachshiy,Yevgeniy  Nepomnyachshiy,1987.0,62.0,174.0,Kazakhstan
alberto-benito,Alberto  Benito,1975.0,,,Spain
mateusz-taciak,Mateusz  Taciak,1984.0,68.0,178.0,Poland
wim-vervoort-1,Wim  Vervoort,1969.0,,,Belgium
mark-christian,Mark  Christian,1990.0,72.0,185.0,Great Britain
jonas-abrahamsen,Jonas  Abrahamsen,1995.0,78.0,183.0,Norway
stefano-arlotti,Stefano  Arlotti,1965.0,,,Italy
dario-pieri,Dario  Pieri,1975.0,78.0,174.0,Italy
simone-antonini,Simone  Antonini,1991.0,75.0,188.0,Italy
steven-de-jongh,Steven de Jongh,1973.0,76.0,176.0,Netherlands
salvatore-commesso,Salvatore  Commesso,1975.0,66.0,164.0,Italy
giocondo-dalla-rizza,Giocondo  Dalla Rizza,1960.0,,,Italy
marc-streel,Marc  Streel,1971.0,69.0,184.0,Belgium
victor-nuelant,Victor  Nuelant,1945.0,,,Belgium
josef-wehrli,Josef  Wehrli,1954.0,,,Switzerland
diederik-foubert,Diederik  Foubert,1961.0,,,Belgium
stefan-morjean,Stefan  Morjean,1960.0,,,Belgium
marco-toffali,Marco  Toffali,1965.0,,,Italy
francis-moreau,Francis  Moreau,1965.0,77.0,187.0,France
balint-szeghalmi,Balint  Szeghalmi,1980.0,66.0,170.0,Hungary
tom-schuler,Tom  Schuler,1956.0,,,United States
lucien-de-brauwere,Lucien De Brauwere,1951.0,63.0,174.0,Belgium
alois-charrin,Aloïs  Charrin,2000.0,67.0,181.0,France
jose-rosa,José Agostinho  Rosa,1968.0,,,Portugal
walter-clivati,Walter  Clivati,1955.0,,,Italy
jukka-vastaranta,Jukka  Vastaranta,1984.0,63.0,171.0,Finland
steff-cras,Steff  Cras,1996.0,65.0,183.0,Belgium
imerio-cima,Imerio  Cima,1997.0,,,Italy
simon-zahner,Simon  Zahner,1983.0,73.0,181.0,Switzerland
jonas-gregaard,Jonas  Gregaard,1996.0,66.0,184.0,Denmark
connor-brown2,Connor  Brown,1998.0,74.0,187.0,New Zealand
jan-raas,Jan  Raas,1952.0,72.0,176.0,Netherlands
rubens-bertogliati,Rubens  Bertogliati,1979.0,73.0,180.0,Switzerland
edwig-cammaerts,Edwig  Cammaerts,1987.0,74.0,183.0,Belgium
jan-ghyselinck,Jan  Ghyselinck,1988.0,74.0,183.0,Belgium
philippe-schnyder,Philippe  Schnyder,1978.0,,,Switzerland
pascal-ackermann,Pascal  Ackermann,1994.0,78.0,182.0,Germany
jose-manuel-oliveira,Jose Manuel  Oliveira,1967.0,,,Spain
stefano-faustini,Stefano  Faustini,1968.0,,,Italy
clement-venturini,Clément  Venturini,1993.0,60.0,165.0,France
luca-scinto,Luca  Scinto,1968.0,,,Italy
enrico-paolini,Enrico  Paolini,1945.0,,,Italy
omar-fraile,Omar  Fraile,1990.0,72.0,184.0,Spain
viatcheslav-ekimov,Viatcheslav  Ekimov,1966.0,69.0,176.0,Russia
matti-helminen,Matti  Helminen,1975.0,74.0,184.0,Finland
armindo-fonseca,Armindo  Fonseca,1989.0,56.0,168.0,France
pierre-henri-mentheour,Pierre-Henri  Menthéour,1960.0,,,France
joaquim-augusto-gomes,Joaquim Augusto  Gomes,1965.0,,,Portugal
david-garcia-dapena,David  García Dapena,1977.0,73.0,181.0,Spain
sam-welsford,Sam  Welsford,1996.0,79.0,180.0,Australia
roger-swerts,Roger  Swerts,1942.0,75.0,180.0,Belgium
sindre-skjoestad-lunke,Sindre  Lunke,1993.0,69.0,183.0,Norway
dorino-vanzo,Dorino  Vanzo,1950.0,,,Italy
dariusz-kajzer,Dariusz  Kajzer,1961.0,,,Germany
edvaldas-siskevicius,Evaldas  Šiškevičius,1988.0,80.0,181.0,Lithuania
paride-grillo,Paride  Grillo,1982.0,,,Italy
stefano-bizzoni,Stefano  Bizzoni,1961.0,,,Italy
fabio-silvestre,Fábio  Silvestre,1990.0,78.0,184.0,Portugal
julien-stevens,Julien  Stevens,1943.0,,,Belgium
julien-van-lint,Julien Van Lint,1946.0,,,Belgium
javier-benitez-pomares,Javier  Benítez,1979.0,,,Spain
jesus-rodriguez-magro,Jesús  Rodríguez Magro,1960.0,,,Spain
serguei-lelekin,Sergueï  Lelekin,1973.0,,,Russia
peter-kusztor,Péter  Kusztor,1984.0,61.0,179.0,Hungary
rudy-busselen,Rudy  Busselen,1955.0,,,Belgium
mattias-skjelmose-jensen,Mattias  Skjelmose,2000.0,65.0,180.0,Denmark
jan-verstraeten,Jan  Verstraeten,1978.0,65.0,177.0,Belgium
guido-reybroeck,Guido  Reybrouck,1941.0,,,Belgium
johan-remels,Johan  Remels,1967.0,,,Belgium
luc-de-decker,Luc De Decker,1960.0,,,Belgium
cyril-saugrain,Cyril  Saugrain,1973.0,62.0,170.0,France
danny-horton,Danny  Horton,1946.0,,,Great Britain
leonardo-bonifazio,Leonardo  Bonifazio,1991.0,63.0,170.0,Italy
antonio-piedra,Antonio  Piedra,1985.0,61.0,178.0,Spain
alexander-khatuntsev,Alexander  Khatuntsev,1985.0,,,Russia
jose-amador,José Santiago  Amador,1964.0,,,Colombia
frederique-robert,Fréderique  Robert,1989.0,68.0,176.0,Belgium
john-mullan,John  Mullan,1952.0,,,New Zealand
ivo-emanuel-alves,Ivo  Oliveira,1996.0,68.0,185.0,Portugal
jose-luis-laguia,José Luis  Laguía,1959.0,,,Spain
klaas-sys,Klaas  Sys,1986.0,,,Belgium
gianfranco-zilioli,Gianfranco  Zilioli,1990.0,61.0,176.0,Italy
pieter-nassen,Pieter  Nassen,1944.0,,,Belgium
christopher-froome,Chris  Froome,1985.0,68.0,186.0,Great Britain
ronald-de-witte,Ronald De Witte,1946.0,,,Belgium
alessandro-ballan,Alessandro  Ballan,1979.0,73.0,190.0,Italy
shinichi-fukushima,Shinichi  Fukushima,1971.0,62.0,171.0,Japan
willy-planckaert,Willy  Planckaert,1944.0,,,Belgium
mike-neel,Mike  Neel,1951.0,79.0,184.0,United States
wesley-sulzberger,Wesley  Sulzberger,1986.0,65.0,182.0,Australia
seweryn-zenon-kohut,Seweryn Zenon  Kohut,1976.0,,,Poland
thomas-rohregger,Thomas  Rohregger,1982.0,63.0,176.0,Austria
jos-boons,Jos  Boons,1943.0,,,Belgium
roland-leclerc,Roland  Leclerc,1963.0,,,France
luca-pavanello,Luca  Pavanello,1969.0,,,Italy
david-loosli,David  Loosli,1980.0,71.0,182.0,Switzerland
leonardo-giordani,Leonardo  Giordani,1977.0,68.0,190.0,Italy
carlo-chiappano,Carlo  Chiappano,1941.0,,,Italy
gerben-thijssen,Gerben  Thijssen,1998.0,74.0,174.0,Belgium
jan-tratnik,Jan  Tratnik,1990.0,65.0,173.0,Slovenia
andrew-hampsten,Andrew  Hampsten,1962.0,,,United States
michel-vanhaecke,Michel  Vanhaecke,1971.0,,,Belgium
nickolas-dlamini,Nic  Dlamini,1995.0,66.0,177.0,South Africa
rinaldo-nocentini,Rinaldo  Nocentini,1977.0,60.0,173.0,Italy
peter-koning,Peter  Koning,1990.0,77.0,190.0,Netherlands
marcel-wyss,Marcel  Wyss,1986.0,63.0,177.0,Switzerland
marco-giovannetti,Marco  Giovannetti,1962.0,,,Italy
diego-pablo-sevilla,Diego Pablo  Sevilla,1996.0,64.0,171.0,Spain
stuart-o-grady,Stuart  O'Grady,1973.0,73.0,176.0,Australia
angelo-lopeboselli,Angelo  Lopeboselli,1977.0,,,Italy
olivier-pardini,Olivier  Pardini,1985.0,68.0,180.0,Belgium
alexander-serov,Alexander  Serov,1982.0,77.0,189.0,Russia
nate-reiss,Nate  Reiss,1963.0,,,United States
daniele-ratto,Daniele  Ratto,1989.0,74.0,180.0,Italy
ethan-vernon,Ethan  Vernon,2000.0,74.0,188.0,Great Britain
jose-azevedo-goncalves,José Silva Gonçalves  Azevedo,1940.0,,,Portugal
peter-spaenhoven,Peter  Spaenhoven,1963.0,,,Belgium
colin-joyce,Colin  Joyce,1994.0,,178.0,United States
alessandro-romio,Alessandro  Romio,1974.0,,,Italy
luciano-boffo,Luciano  Boffo,1962.0,,,Italy
hugues-grondin,Hugues  Grondin,1959.0,,,France
alain-patritti,Alain  Patritti,1953.0,,,France
hubert-dupont,Hubert  Dupont,1980.0,57.0,174.0,France
aleksandar-nikacevic,Aleksandar  Nikačević,1978.0,,,Serbia
jean-pierre-drucker,Jempy  Drucker,1986.0,75.0,182.0,Luxembourg
antoine-aebi,Antoine  Aebi,1998.0,,,Switzerland
george-hincapie,George  Hincapie,1973.0,83.0,191.0,United States
thomas-bay,Thomas  Bay,1970.0,,,Denmark
dino-zandegu,Dino  Zandegù,1940.0,,,Italy
eddy-lembo,Eddy  Lembo,1980.0,,,Algeria
giuseppe-muraglia,Giuseppe  Muraglia,1979.0,,,Italy
francisco-san-roman,Francisco Ignacio  San Román,1966.0,,,Spain
ivar-slik,Ivar  Slik,1993.0,71.0,187.0,Netherlands
hakan-jensen,Hakan  Jensen,1961.0,,,Sweden
mike-teunissen,Mike  Teunissen,1992.0,73.0,184.0,Netherlands
edoardo-zambanini,Edoardo  Zambanini,2001.0,62.0,181.0,Italy
christian-jourdan,Christian  Jourdan,1954.0,64.0,170.0,France
leo-van-vliet,Leo van Vliet,1955.0,65.0,181.0,Netherlands
bernardo-suaza,Bernardo  Suaza,1992.0,66.0,174.0,Colombia
rafael-andriato,Rafael  Andriato,1987.0,67.0,177.0,Brazil
louis-barre,Louis  Barré,2000.0,68.0,184.0,France
maurizio-bellin,Maurizio  Bellin,1982.0,,,Italy
juan-jose-haedo,Juan José  Haedo,1981.0,73.0,180.0,Argentina
artur-gajek,Artur  Gajek,1985.0,74.0,189.0,Germany
jean-marie-grezet,Jean-Marie  Grezet,1959.0,,,Switzerland
pawel-bernas,Paweł  Bernas,1990.0,77.0,190.0,Poland
maurizio-frizzo,Maurizio  Frizzo,1969.0,,,Italy
stefano-casagranda,Stefano  Casagranda,1973.0,,,Italy
rolf-sorensen,Rolf  Sørensen,1965.0,70.0,178.0,Denmark
wladimiro-d-ascenzo,Wladimiro  D'ascenzo,1971.0,,,Italy
florian-vachon,Florian  Vachon,1985.0,65.0,179.0,France
andrey-zeits,Andrey  Zeits,1986.0,73.0,189.0,Kazakhstan
genki-yamamoto,Genki  Yamamoto,1991.0,62.0,163.0,Japan
gianpaolo-mondini,Gianpaolo  Mondini,1972.0,,,Italy
patrick-onnockx,Patrick  Onnockx,1959.0,,,Belgium
leonardo-zanotti,Leonardo  Zanotti,1978.0,,,Italy
franz-hotz,Franz  Hotz,1968.0,,,Switzerland
jean-rene-bernaudeau,Jean-René  Bernaudeau,1956.0,64.0,174.0,France
miguel-armando-ubeto,Miguel Armando  Ubeto,1976.0,60.0,168.0,Venezuela
valerio-conti,Valerio  Conti,1993.0,61.0,172.0,Italy
mirko-puglioli,Mirko  Puglioli,1973.0,,,Italy
soren-waerenskjold,Søren  Wærenskjold,2000.0,92.0,195.0,Norway
anders-skaarseth,Anders  Skaarseth,1995.0,,186.0,Norway
adrien-boichis,Adrien  Boichis,2003.0,,,France
zenon-jaskula,Zenon  Jaskuła,1962.0,76.0,183.0,Poland
david-per,David  Per,1995.0,81.0,192.0,Slovenia
jean-habets,Jean  Habets,1961.0,,,Netherlands
santiago-izuzkiza,Santiago  Izuzkiza,1962.0,,,Spain
jesus-guzman-delgado,Jesus  Guzman,1957.0,,,Spain
daniele-sgnaolin,Daniele  Sgnaolin,1970.0,,,Italy
andres-oliva,Andrés  Oliva,1948.0,,,Spain
jose-daniel-rincon,José Daniel  Rincón,1975.0,,,Colombia
adam-stachowiak,Adam  Stachowiak,1989.0,62.0,176.0,Poland
luc-ronsse,Luc  Ronsse,1955.0,,,Belgium
sergio-martin,Sergio Roman  Martín,1996.0,69.0,182.0,Spain
etienne-van-der-helst,Etienne Van der Helst,1953.0,,,Belgium
